cust_id,gender,age,province,religion,work_type,work_sector,tenure,work_sector_missing
584,F,25,GEL,C,Unemployed,Not Applicable,26,True
585,M,30,NOB,U,Unemployed,Not Applicable,55,True
586,M,26,NOH,U,Part-time,Retail,96,False
587,F,41,GEL,J,Full-time,Public Sector,53,False
588,F,42,ZUI,J,Part-time,Healthcare,251,False
589,F,30,GRO,O,Part-time,Retail,85,False
590,F,24,LIM,O,Full-time,Public Sector,72,False
591,F,69,LIM,C,Retired,Not Applicable,261,True
593,F,50,GEL,M,Full-time,Manufacturing,85,False
595,M,53,NOB,O,Full-time,Public Sector,191,False
596,F,24,OVE,J,Full-time,Finance,72,False
597,F,32,NOB,U,Full-time,Manufacturing,99,False
598,M,70,NOB,C,Retired,Not Applicable,270,True
599,M,63,NOH,U,Self-employed,Manufacturing,237,False
600,M,46,NOH,O,Unemployed,Not Applicable,108,True
601,F,20,NOH,C,Student,Education,24,True
602,F,58,OVE,U,Self-employed,Manufacturing,231,False
603,M,39,FRI,C,Unemployed,Not Applicable,130,True
605,F,44,ZUI,C,Full-time,Healthcare,207,False
607,M,44,NOB,U,Full-time,Technology,121,False
608,F,36,UTR,U,Full-time,Finance,166,False
609,M,26,ZUI,C,Full-time,Technology,68,False
611,F,53,LIM,C,Part-time,Retail,77,False
612,F,27,OVE,M,Full-time,Manufacturing,39,False
613,F,25,ZUI,C,Full-time,Healthcare,33,False
614,F,51,ZUI,J,Full-time,Technology,215,False
615,F,47,NOH,C,Full-time,Healthcare,186,False
616,M,65,FLE,C,Retired,Not Applicable,44,True
617,F,29,ZUI,J,Full-time,Finance,116,False
619,F,70,GEL,C,Retired,Not Applicable,196,True
620,M,52,NOH,U,Full-time,Healthcare,29,False
621,F,32,LIM,U,Full-time,Healthcare,168,False
623,F,32,NOH,M,Full-time,Finance,87,False
624,M,39,ZUI,C,Full-time,Healthcare,247,False
625,F,41,LIM,M,Full-time,Healthcare,203,False
626,M,21,GEL,U,Part-time,Healthcare,37,False
627,F,39,NOB,U,Part-time,Healthcare,223,False
628,M,64,ZUI,U,Part-time,Retail,197,False
629,M,58,OVE,U,Part-time,Retail,179,False
630,M,34,NOH,C,Part-time,Retail,38,False
631,F,45,ZUI,U,Part-time,Manufacturing,138,False
632,M,23,NOB,C,Full-time,Technology,60,False
633,M,58,NOB,O,Full-time,Finance,80,False
634,F,37,DRE,U,Full-time,Healthcare,64,False
635,F,32,LIM,C,Full-time,Public Sector,131,False
636,F,36,ZUI,M,Part-time,Education,81,False
637,F,20,OVE,U,Unemployed,Not Applicable,27,True
638,M,28,NOH,C,Part-time,Education,31,False
640,M,51,OVE,J,Self-employed,Manufacturing,48,False
641,F,29,GEL,O,Full-time,Public Sector,132,False
642,M,55,GEL,U,Self-employed,Manufacturing,261,False
643,M,35,NOH,O,Full-time,Public Sector,140,False
644,F,30,ZUI,C,Self-employed,Manufacturing,74,False
645,F,51,GEL,U,Full-time,Healthcare,217,False
646,M,36,OVE,C,Full-time,Public Sector,194,False
647,F,58,NOB,O,Part-time,Healthcare,19,False
648,F,35,LIM,C,Full-time,Education,171,False
649,M,51,FLE,U,Full-time,Technology,239,False
650,F,53,UTR,C,Self-employed,Manufacturing,213,False
651,F,63,GEL,U,Part-time,Retail,182,False
652,F,63,NOB,U,Full-time,Public Sector,198,False
653,F,46,GEL,U,Full-time,Technology,197,False
654,M,52,FRI,U,Full-time,Public Sector,179,False
656,M,48,ZUI,U,Full-time,Education,231,False
657,M,38,ZUI,U,Self-employed,Manufacturing,38,False
658,F,39,GEL,C,Full-time,Retail,42,False
659,F,54,GEL,U,Full-time,Technology,153,False
660,F,32,ZUI,U,Full-time,Healthcare,166,False
661,M,51,LIM,J,Full-time,Finance,165,False
662,F,37,NOH,C,Full-time,Healthcare,203,False
663,M,71,UTR,C,Retired,Not Applicable,139,True
664,F,58,FRI,U,Part-time,Technology,55,False
665,F,55,NOH,U,Unemployed,Not Applicable,195,True
666,F,40,FRI,U,Part-time,Finance,69,False
667,F,26,NOB,U,Full-time,Healthcare,71,False
669,F,24,NOH,U,Part-time,Manufacturing,72,False
670,F,55,LIM,U,Self-employed,Technology,110,False
671,M,33,LIM,U,Part-time,Manufacturing,176,False
672,F,56,DRE,U,Unemployed,Not Applicable,231,True
673,F,49,ZUI,C,Part-time,Retail,215,False
674,F,56,UTR,U,Self-employed,Technology,191,False
675,F,50,GEL,U,Full-time,Finance,247,False
676,F,43,OVE,C,Part-time,Education,215,False
677,F,71,OVE,C,Retired,Not Applicable,212,True
680,F,35,ZUI,U,Full-time,Technology,204,False
681,M,58,UTR,M,Part-time,Education,213,False
682,F,34,NOB,C,Unemployed,Not Applicable,63,True
683,M,34,GEL,U,Unemployed,Not Applicable,177,True
685,F,19,ZUI,J,Part-time,Retail,38,False
686,F,20,DRE,O,Student,Education,26,True
688,F,25,GEL,U,Part-time,Technology,46,False
689,F,75,NOH,U,Retired,Not Applicable,218,True
691,M,31,ZUI,J,Full-time,Finance,79,False
692,M,49,FRI,M,Full-time,Technology,23,False
694,M,46,FRI,U,Part-time,Healthcare,108,False
695,F,26,GEL,U,Full-time,Healthcare,41,False
696,M,46,ZUI,U,Unemployed,Not Applicable,69,True
697,M,27,LIM,C,Full-time,Technology,108,False
698,F,21,NOH,C,Student,Education,36,True
699,M,44,GEL,U,Full-time,Education,98,False
700,F,63,GEL,C,Part-time,Retail,64,False
701,M,41,ZUI,M,Full-time,Public Sector,203,False
702,M,37,NOB,U,Full-time,Technology,165,False
703,F,19,DRE,U,Student,Education,29,True
704,F,25,GEL,M,Unemployed,Not Applicable,84,True
705,M,37,NOH,J,Part-time,Education,106,False
706,F,46,ZUI,C,Full-time,Manufacturing,209,False
707,F,36,ZUI,C,Full-time,Healthcare,216,False
708,F,36,NOH,U,Full-time,Public Sector,101,False
709,F,63,NOB,C,Full-time,Finance,95,False
711,F,53,NOB,C,Part-time,Retail,220,False
712,F,59,NOB,U,Part-time,Retail,135,False
713,M,23,OVE,U,Part-time,Education,38,False
714,F,32,ZUI,U,Self-employed,Technology,66,False
715,F,39,DRE,U,Part-time,Healthcare,169,False
716,F,53,UTR,U,Part-time,Public Sector,230,False
717,M,26,NOH,U,Full-time,Finance,31,False
719,M,36,LIM,U,Full-time,Healthcare,173,False
720,F,47,DRE,U,Part-time,Technology,192,False
721,F,48,FRI,J,Self-employed,Technology,174,False
724,M,49,ZUI,C,Full-time,Technology,43,False
725,F,68,DRE,C,Retired,Not Applicable,101,True
727,F,64,NOH,M,Part-time,Healthcare,94,False
728,F,42,ZUI,C,Full-time,Technology,223,False
731,M,67,ZUI,U,Retired,Not Applicable,122,True
732,F,69,NOH,C,Retired,Not Applicable,88,True
733,M,29,GEL,C,Part-time,Manufacturing,132,False
734,F,71,UTR,M,Retired,Not Applicable,192,True
735,F,29,OVE,C,Self-employed,Technology,98,False
736,F,39,ZUI,U,Full-time,Healthcare,252,False
737,F,48,GEL,U,Self-employed,Public Sector,224,False
738,F,59,GEL,U,Full-time,Education,237,False
739,F,62,FRI,C,Part-time,Retail,148,False
740,M,50,GEL,C,Full-time,Manufacturing,154,False
741,F,36,NOB,U,Full-time,Public Sector,74,False
742,F,20,LIM,O,Student,Education,24,True
743,F,52,LIM,C,Full-time,Manufacturing,123,False
744,F,35,NOB,U,Full-time,Manufacturing,91,False
746,F,41,GRO,U,Full-time,Finance,205,False
747,M,47,FRI,U,Part-time,Education,69,False
748,M,32,FRI,U,Part-time,Healthcare,136,False
749,F,40,ZUI,U,Unemployed,Not Applicable,124,True
751,F,38,GEL,U,Full-time,Technology,208,False
752,M,39,NOB,U,Full-time,Healthcare,88,False
753,F,26,NOH,U,Full-time,Manufacturing,51,False
754,F,23,NOH,J,Part-time,Healthcare,60,False
755,M,36,ZUI,U,Unemployed,Not Applicable,209,True
757,M,52,NOH,C,Part-time,Healthcare,113,False
759,M,40,ZUI,C,Full-time,Education,196,False
760,M,62,OVE,O,Full-time,Public Sector,94,False
761,M,31,LIM,U,Self-employed,Manufacturing,156,False
762,M,35,NOB,U,Full-time,Public Sector,70,False
763,F,51,NOB,O,Full-time,Retail,165,False
764,M,20,FLE,J,Part-time,Retail,24,False
765,F,62,ZUI,J,Full-time,Manufacturing,215,False
766,F,56,FRI,U,Full-time,Technology,136,False
768,F,52,FRI,U,Full-time,Finance,264,False
771,M,33,ZUI,C,Full-time,Manufacturing,64,False
772,M,57,ZUI,O,Part-time,Healthcare,184,False
773,M,42,NOH,C,Full-time,Public Sector,39,False
774,M,53,GEL,C,Full-time,Retail,192,False
775,F,55,ZUI,U,Unemployed,Not Applicable,38,True
776,M,24,GRO,M,Part-time,Retail,50,False
777,F,23,NOH,U,Full-time,Finance,30,False
778,F,48,ZUI,U,Full-time,Finance,187,False
779,M,36,NOH,C,Self-employed,Manufacturing,158,False
780,M,57,LIM,C,Full-time,Manufacturing,153,False
782,F,26,UTR,U,Full-time,Technology,96,False
783,F,21,NOH,U,Student,Education,36,True
784,M,35,OVE,C,Full-time,Manufacturing,150,False
785,F,37,OVE,U,Part-time,Education,228,False
786,F,34,GEL,C,Full-time,Manufacturing,192,False
788,F,23,NOH,U,Part-time,Healthcare,43,False
790,F,50,FLE,C,Full-time,Education,176,False
791,M,27,NOH,C,Full-time,Healthcare,78,False
792,F,57,ZUI,U,Full-time,Finance,209,False
794,M,54,LIM,U,Full-time,Public Sector,119,False
795,F,40,DRE,U,Self-employed,Manufacturing,76,False
796,F,46,GEL,U,Full-time,Technology,108,False
797,F,60,NOH,O,Part-time,Education,230,False
798,M,75,FRI,U,Retired,Not Applicable,156,True
799,F,30,OVE,J,Part-time,Retail,39,False
800,M,54,UTR,U,Full-time,Manufacturing,224,False
801,M,59,UTR,C,Part-time,Technology,76,False
802,M,20,NOB,M,Student,Education,24,True
803,F,60,ZUI,C,Part-time,Technology,37,False
804,M,23,ZUI,C,Self-employed,Education,58,False
805,F,45,NOH,C,Self-employed,Manufacturing,221,False
806,F,70,NOH,U,Retired,Not Applicable,77,True
807,M,47,NOH,O,Full-time,Public Sector,242,False
808,F,43,UTR,J,Full-time,Technology,290,False
811,F,31,NOB,O,Full-time,Education,114,False
813,F,76,ZUI,U,Retired,Not Applicable,131,True
816,M,27,NOH,M,Unemployed,Not Applicable,46,True
817,M,40,FRI,O,Full-time,Healthcare,132,False
820,M,65,NOH,U,Retired,Not Applicable,187,True
821,F,52,ZUI,U,Full-time,Retail,212,False
822,F,61,NOB,M,Unemployed,Not Applicable,180,True
823,F,29,ZUI,C,Full-time,Manufacturing,83,False
824,F,40,NOB,J,Full-time,Manufacturing,33,False
825,M,40,GEL,U,Full-time,Finance,96,False
826,F,35,NOH,M,Full-time,Finance,204,False
827,M,27,DRE,U,Full-time,Technology,108,False
828,M,53,UTR,U,Full-time,Technology,231,False
829,M,20,ZUI,U,Part-time,Retail,27,False
830,F,47,NOH,J,Full-time,Finance,119,False
831,F,52,NOH,C,Full-time,Healthcare,213,False
832,F,44,ZUI,C,Full-time,Healthcare,47,False
833,M,64,NOH,U,Full-time,Retail,268,False
834,F,39,ZUI,J,Part-time,Healthcare,244,False
835,M,47,GEL,U,Full-time,Healthcare,108,False
836,F,34,FRI,J,Full-time,Technology,32,False
837,M,31,ZUI,C,Full-time,Manufacturing,112,False
838,F,24,ZUI,U,Full-time,Manufacturing,38,False
839,M,34,UTR,C,Full-time,Healthcare,191,False
842,M,51,OVE,U,Full-time,Retail,197,False
843,F,41,NOB,M,Self-employed,Finance,71,False
845,M,42,NOH,C,Full-time,Healthcare,223,False
846,F,28,UTR,U,Full-time,Public Sector,82,False
847,M,41,ZEE,J,Full-time,Public Sector,138,False
848,M,42,NOH,U,Full-time,Public Sector,198,False
849,F,32,GEL,C,Full-time,Retail,133,False
851,F,33,ZUI,O,Part-time,Retail,91,False
852,M,63,GEL,C,Self-employed,Finance,252,False
855,F,44,NOH,U,Full-time,Technology,74,False
857,F,55,NOB,O,Full-time,Finance,174,False
858,F,30,ZUI,C,Full-time,Finance,34,False
859,F,39,OVE,U,Full-time,Education,208,False
860,M,30,DRE,U,Part-time,Healthcare,144,False
862,F,34,GEL,M,Full-time,Healthcare,82,False
863,M,29,NOH,C,Full-time,Technology,48,False
864,F,35,ZUI,C,Self-employed,Education,203,False
865,F,57,GEL,J,Full-time,Public Sector,254,False
867,F,33,NOH,M,Full-time,Public Sector,38,False
868,F,66,UTR,U,Retired,Not Applicable,271,True
869,F,31,LIM,U,Full-time,Technology,156,False
870,F,49,UTR,U,Full-time,Manufacturing,179,False
871,M,57,ZUI,M,Full-time,Healthcare,126,False
872,M,28,GEL,U,Unemployed,Not Applicable,31,True
873,F,45,FRI,C,Full-time,Manufacturing,80,False
874,M,64,NOB,M,Full-time,Finance,182,False
875,M,32,GRO,J,Full-time,Finance,91,False
876,M,51,ZEE,U,Full-time,Healthcare,84,False
877,F,26,NOH,J,Part-time,Retail,28,False
879,M,44,OVE,U,Full-time,Education,175,False
880,M,49,GRO,J,Full-time,Finance,96,False
881,M,36,NOB,U,Full-time,Retail,39,False
882,F,62,ZUI,U,Self-employed,Technology,250,False
883,M,30,OVE,M,Full-time,Healthcare,70,False
884,M,45,LIM,U,Self-employed,Manufacturing,164,False
886,M,63,GEL,U,Part-time,Education,167,False
887,M,35,GEL,M,Full-time,Finance,95,False
889,M,66,GEL,M,Retired,Not Applicable,214,True
890,F,23,GRO,C,Self-employed,Public Sector,60,False
891,M,42,GEL,C,Full-time,Finance,167,False
892,F,37,ZUI,C,Self-employed,Healthcare,201,False
895,M,49,OVE,U,Full-time,Manufacturing,241,False
896,M,51,ZEE,U,Part-time,Education,86,False
897,F,44,LIM,U,Unemployed,Not Applicable,200,True
898,M,39,ZUI,O,Full-time,Healthcare,213,False
899,F,34,LIM,C,Part-time,Education,68,False
900,F,45,ZUI,U,Full-time,Technology,201,False
902,M,23,FLE,C,Part-time,Retail,60,False
903,M,56,OVE,O,Part-time,Manufacturing,191,False
904,F,30,ZUI,U,Full-time,Healthcare,88,False
905,F,50,ZUI,C,Full-time,Manufacturing,172,False
906,F,52,GEL,C,Full-time,Finance,88,False
907,M,69,NOH,C,Self-employed,Public Sector,69,False
908,M,29,ZUI,U,Full-time,Healthcare,79,False
909,M,27,ZUI,J,Full-time,Manufacturing,46,False
910,M,52,LIM,O,Full-time,Technology,246,False
911,F,37,UTR,C,Full-time,Public Sector,79,False
912,F,40,ZUI,C,Part-time,Retail,181,False
913,M,19,NOH,O,Student,Education,41,True
914,F,33,FRI,M,Part-time,Public Sector,59,False
915,M,35,UTR,U,Full-time,Finance,84,False
916,M,47,OVE,C,Self-employed,Public Sector,126,False
917,M,26,OVE,C,Part-time,Retail,96,False
918,M,41,ZUI,C,Full-time,Manufacturing,232,False
919,M,59,DRE,M,Full-time,Retail,144,False
921,M,30,ZUI,O,Part-time,Education,39,False
922,M,45,ZUI,O,Full-time,Finance,61,False
923,F,33,ZUI,C,Full-time,Public Sector,79,False
924,F,74,LIM,U,Retired,Not Applicable,74,True
925,F,37,ZUI,O,Full-time,Technology,157,False
926,M,63,ZUI,J,Full-time,Technology,212,False
927,M,53,FLE,U,Unemployed,Not Applicable,33,True
928,F,27,NOH,O,Part-time,Education,108,False
929,M,19,NOH,J,Part-time,Retail,23,False
930,F,49,NOB,C,Self-employed,Technology,41,False
931,F,23,LIM,C,Unemployed,Not Applicable,22,True
932,F,48,GEL,U,Full-time,Education,84,False
933,F,28,GEL,U,Part-time,Retail,120,False
934,M,23,FRI,U,Full-time,Education,60,False
935,F,44,ZUI,J,Full-time,Technology,259,False
936,F,47,UTR,U,Full-time,Healthcare,203,False
937,F,32,OVE,U,Full-time,Finance,63,False
938,F,44,NOH,U,Part-time,Technology,238,False
939,F,43,FRI,C,Part-time,Education,91,False
940,M,29,GEL,O,Full-time,Retail,94,False
941,M,60,ZUI,U,Part-time,Healthcare,173,False
942,M,66,OVE,U,Retired,Not Applicable,305,True
943,M,25,FRI,M,Self-employed,Technology,36,False
944,M,51,UTR,C,Full-time,Public Sector,180,False
945,F,51,GEL,U,Part-time,Education,197,False
946,F,47,GRO,C,Full-time,Technology,73,False
947,M,69,GEL,U,Retired,Not Applicable,187,True
948,M,27,GEL,U,Part-time,Healthcare,108,False
949,M,46,FLE,C,Part-time,Technology,89,False
950,M,57,GEL,C,Part-time,Retail,182,False
951,F,25,NOH,O,Part-time,Public Sector,72,False
952,F,22,UTR,U,Student,Education,48,True
953,M,49,OVE,C,Full-time,Education,195,False
954,F,20,ZUI,C,Unemployed,Not Applicable,21,True
955,F,57,ZUI,U,Full-time,Manufacturing,63,False
957,F,28,NOH,C,Part-time,Public Sector,97,False
958,F,49,ZUI,U,Full-time,Public Sector,225,False
959,F,22,NOB,O,Part-time,Education,48,False
960,F,35,FRI,U,Full-time,Finance,184,False
961,M,42,GEL,C,Self-employed,Manufacturing,188,False
963,F,22,NOB,U,Part-time,Education,48,False
964,M,67,ZUI,O,Retired,Not Applicable,253,True
965,M,31,ZUI,C,Full-time,Public Sector,156,False
966,F,44,ZUI,C,Unemployed,Not Applicable,258,True
967,F,26,GEL,U,Full-time,Healthcare,27,False
968,M,41,FRI,M,Full-time,Finance,261,False
969,F,31,NOH,U,Self-employed,Finance,40,False
970,F,42,ZUI,J,Self-employed,Finance,174,False
971,F,62,OVE,U,Full-time,Retail,204,False
972,F,61,ZUI,U,Part-time,Education,199,False
973,F,26,FRI,U,Part-time,Retail,96,False
974,M,73,GEL,C,Retired,Not Applicable,74,True
975,F,63,GEL,C,Full-time,Public Sector,228,False
976,M,26,NOB,U,Full-time,Public Sector,65,False
977,M,44,UTR,M,Part-time,Education,200,False
978,M,49,NOH,C,Part-time,Healthcare,210,False
980,M,29,ZUI,C,Part-time,Healthcare,114,False
981,F,29,ZEE,C,Part-time,Healthcare,132,False
983,F,60,GEL,U,Full-time,Technology,204,False
984,F,40,FRI,C,Self-employed,Manufacturing,110,False
985,M,62,GEL,U,Self-employed,Technology,237,False
986,F,56,NOH,U,Part-time,Retail,90,False
987,F,64,FRI,J,Full-time,Technology,210,False
990,M,39,NOB,O,Full-time,Technology,174,False
991,M,47,ZUI,U,Part-time,Technology,230,False
992,F,23,FRI,U,Full-time,Healthcare,60,False
993,F,20,GEL,C,Student,Education,24,True
994,F,57,NOH,C,Full-time,Public Sector,100,False
995,F,31,NOH,U,Part-time,Technology,88,False
996,F,27,UTR,U,Unemployed,Not Applicable,32,True
997,M,22,NOH,M,Part-time,Retail,48,False
998,F,24,GRO,C,Full-time,Technology,72,False
999,F,55,NOB,U,Part-time,Retail,41,False
1000,F,37,ZUI,U,Full-time,Technology,177,False
1001,F,38,GEL,U,Full-time,Technology,118,False
1002,F,61,GEL,C,Part-time,Education,286,False
1003,F,54,GEL,U,Self-employed,Education,121,False
1004,F,62,NOB,U,Part-time,Technology,160,False
1005,F,41,ZUI,M,Full-time,Technology,28,False
1006,M,42,LIM,U,Full-time,Healthcare,112,False
1007,M,58,NOB,C,Full-time,Public Sector,200,False
1008,M,26,LIM,U,Full-time,Technology,72,False
1009,F,37,ZUI,U,Full-time,Public Sector,143,False
1010,M,31,GEL,U,Part-time,Healthcare,156,False
1013,M,42,FLE,M,Full-time,Finance,200,False
1014,F,32,NOB,J,Unemployed,Not Applicable,113,True
1015,M,61,DRE,J,Full-time,Healthcare,222,False
1016,M,61,OVE,U,Full-time,Manufacturing,227,False
1017,M,46,UTR,C,Part-time,Healthcare,53,False
1018,M,48,NOH,U,Self-employed,Manufacturing,206,False
1020,M,26,ZUI,U,Full-time,Healthcare,96,False
1022,F,35,GEL,J,Full-time,Healthcare,99,False
1023,M,40,GEL,U,Full-time,Technology,186,False
1024,M,52,NOH,U,Full-time,Technology,249,False
1025,F,50,ZUI,U,Full-time,Finance,195,False
1026,M,51,OVE,U,Full-time,Healthcare,157,False
1027,F,37,UTR,U,Full-time,Technology,218,False
1028,M,36,FRI,C,Full-time,Retail,216,False
1029,F,36,ZUI,C,Unemployed,Not Applicable,159,True
1030,F,39,ZUI,J,Part-time,Manufacturing,161,False
1031,M,60,NOB,J,Part-time,Retail,157,False
1032,F,22,NOB,U,Part-time,Retail,48,False
1033,F,41,GEL,U,Full-time,Manufacturing,162,False
1034,M,24,OVE,U,Full-time,Technology,72,False
1035,M,53,GRO,C,Part-time,Public Sector,208,False
1036,M,53,GEL,U,Self-employed,Public Sector,155,False
1037,F,49,GEL,C,Self-employed,Manufacturing,227,False
1038,F,37,LIM,C,Unemployed,Not Applicable,158,True
1040,F,46,NOH,C,Unemployed,Not Applicable,68,True
1041,F,53,ZEE,C,Unemployed,Not Applicable,208,True
1042,F,58,ZUI,U,Full-time,Healthcare,187,False
1043,M,20,NOH,O,Part-time,Education,26,False
1044,F,31,ZEE,M,Full-time,Retail,73,False
1045,F,53,GEL,U,Full-time,Public Sector,108,False
1046,M,35,LIM,J,Full-time,Technology,204,False
1047,M,54,NOB,C,Part-time,Technology,168,False
1048,M,42,NOB,J,Part-time,Healthcare,176,False
1049,M,72,ZUI,M,Retired,Not Applicable,56,True
1050,F,25,LIM,C,Full-time,Education,69,False
1051,F,27,ZUI,U,Full-time,Finance,108,False
1052,F,62,ZUI,U,Full-time,Healthcare,268,False
1053,F,68,ZUI,C,Retired,Not Applicable,185,True
1054,F,57,GEL,C,Part-time,Education,240,False
1055,M,51,NOH,U,Part-time,Finance,210,False
1057,F,36,GEL,U,Full-time,Finance,191,False
1058,F,28,NOB,J,Full-time,Public Sector,90,False
1059,M,49,FRI,O,Full-time,Education,245,False
1060,M,47,NOB,C,Part-time,Public Sector,168,False
1061,M,19,ZUI,U,Student,Education,20,True
1062,F,62,FLE,U,Full-time,Public Sector,200,False
1063,M,26,NOH,U,Unemployed,Not Applicable,96,True
1064,F,71,ZUI,O,Retired,Not Applicable,206,True
1065,F,23,NOH,U,Unemployed,Not Applicable,60,True
1066,F,70,DRE,C,Retired,Not Applicable,117,True
1067,M,24,GEL,U,Full-time,Manufacturing,22,False
1068,M,32,FLE,C,Part-time,Public Sector,34,False
1069,M,20,ZUI,C,Part-time,Retail,33,False
1070,M,21,GEL,J,Part-time,Healthcare,36,False
1071,F,30,NOB,U,Full-time,Healthcare,101,False
1072,M,60,NOH,U,Full-time,Manufacturing,122,False
1073,F,25,OVE,U,Part-time,Healthcare,84,False
1074,M,59,ZUI,J,Self-employed,Finance,211,False
1075,M,59,ZUI,J,Self-employed,Manufacturing,210,False
1076,M,57,FRI,C,Full-time,Technology,183,False
1077,M,76,GEL,C,Retired,Not Applicable,145,True
1078,F,35,OVE,C,Full-time,Finance,204,False
1079,F,48,GEL,U,Full-time,Public Sector,158,False
1080,M,24,LIM,O,Full-time,Education,25,False
1081,F,38,GEL,C,Self-employed,Retail,131,False
1082,M,23,NOH,U,Unemployed,Not Applicable,60,True
1083,M,22,NOH,C,Student,Education,48,True
1084,F,62,GEL,U,Part-time,Public Sector,264,False
1085,M,41,OVE,U,Full-time,Finance,247,False
1086,M,59,GEL,M,Part-time,Education,163,False
1088,M,39,NOH,U,Full-time,Technology,62,False
1089,M,43,DRE,C,Full-time,Technology,248,False
1090,F,77,NOH,U,Retired,Not Applicable,212,True
1091,F,64,ZUI,U,Full-time,Manufacturing,242,False
1092,F,26,GRO,U,Unemployed,Not Applicable,96,True
1093,F,57,ZUI,U,Part-time,Retail,240,False
1094,F,33,OVE,M,Unemployed,Not Applicable,35,True
1096,M,43,LIM,U,Full-time,Finance,178,False
1098,M,72,UTR,C,Retired,Not Applicable,208,True
1099,M,30,FLE,C,Full-time,Retail,120,False
1100,F,44,NOH,C,Full-time,Healthcare,120,False
1101,M,61,NOB,O,Full-time,Manufacturing,256,False
1102,M,38,ZUI,M,Full-time,Finance,230,False
1103,F,47,NOB,U,Self-employed,Technology,119,False
1104,M,50,ZUI,U,Full-time,Public Sector,203,False
1105,M,36,LIM,U,Part-time,Healthcare,133,False
